,Hotels,Prices,Descriptions,Full_Descriptions
418,Hotel Sagrada Familia Apartments,"€ 1,377","5 beds (2 singles, 2 bunk beds, 1 sofa bed)","Set in Barcelona, Hotel Sagrada Familia Apartments offers self-catering apartments set 50 metres from Gaudi's Sagrada Familia. Sagrada Familia Metro Station is 3 minutes' walk away.

The apartments are soundproofed, air-conditioned and have free WiFi and a flat-screen TV. All apartments feature a kitchenette fitted with a dishwasher and microwave, as well as a living-dining area.

Bed linen and towels are provided, but only basic, initial cleaning supplies and toiletries are available.

Gaudi's Casa Batllo and La Pedrera are 20 minutes' walk from Hotel Sagrada Familia Apartments. Barcelona El Prat Airport is 14 km away."
419,Hotel 54 Barceloneta,"€ 1,751",Beds: 1 double or 2 singles,"Located in Barcelona’s beachfront area of Barceloneta, this design hotel has a stylish terrace overlooking the port. It offers a 24-hour reception, free Wi-Fi and air-conditioned rooms with a smart TV.

The rooms at the Hotel 54 Barceloneta feature modern décor and innovative lighting. Each one has a private bathroom with a hairdryer.

There is a variety of good seafood restaurants within 5 minutes’ walk of Hotel 54.

The 54 Barceloneta is just 3 minutes’ walk from Barceloneta Beach. You can walk to the attractive Born district in 10 minutes, and Barceloneta Metro Station is a 7-minute walk away."
420,Sagrada Familia Rooms,€ 710,Managed by a private host,"Well set in the Eixample district of Barcelona, Sagrada Familia Rooms is located 700 metres from Sagrada Familia, 1.3 km from Casa Batllo and 1.1 km from La Pedrera. The property is situated 1.7 km from Tivoli Theatre, 2.4 km from Portal de l'Angel and 2.6 km from Cathedral of Barcelona. Plaça Catalunya is 2 km from the bed and breakfast.

Certain units in the bed and breakfast have private entrance and are fitted with wardrobe and dressing room. With a private bathroom equipped with a bidet and a hair dryer, units at the bed and breakfast also provide guests with free WiFi, while some rooms here will provide you with a balcony. The units at the bed and breakfast include air conditioning and a desk.

Popular points of interest near the bed and breakfast include Passeig de Gracia, Passeig de Gracia Metro Station and Palau de la Musica Catalana. The nearest airport is Barcelona El Prat Airport, 14 km from Sagrada Familia Rooms."
421,AC Hotel Diagonal L'Illa by Marriott,"€ 1,658",1 extra-large double bed,"AC Hotel Diagonal L´Illa offers accommodation in Barcelona, 1.8 km from Camp Nou. Guests can enjoy the on-site restaurants,  paid parking located at commercial center.

Free WiFi is available throughout the hotel.

Every room at this hotel has plush bedding, a flat-screen TV and a spacious work desk. Every room includes a private bathroom equipped with a shower and free toiletries.

You will find a 24-hour front desk at the property. Surrounded by lush gardens, the property is near many upscale boutiques and restaurants.

The Suite Bar is a modern, welcoming space on the hotel’s second floor. Its contemporary décor and lighting make it an ideal spot to enjoy a drink.

The Picasso Museum is 3.8 km from AC Hotel Diagonal L´Illa, while La Pedrera is 2.2 km from the property. The nearest airport is El Prat Airport, 11 km away."
422,Villa Sagrada,"€ 1,008","3 beds (2 singles, 1 sofa bed)","Villa Sagrada offers self-catering accommodation with free WiFi, air conditioning and a balcony with street views, just 550 metres from Sagrada Familia. Encants Metro Station is 3 minutes’ walk away.

This modern studio has a 2 single beds, a sofa bed, a flat-screen TV and dining table. The kitchenette is equipped with a fridge, hob, microwave and coffee machine. There is also a bathroom with a shower.

You will find bars, restaurants and supermarkets in the surrounding streets.

Plaza Catalunya, with direct buses to Barcelona Airport is a 15-minute metro ride away and Barceloneta Beach is 3.5 km away."
423,Weflating Sant Antoni Market,"€ 1,367","3 beds (2 singles, 1 double)","Offering quiet street views, Weflating Sant Antoni Market is an accommodation situated in Barcelona, 1.6 km from Passeig de Gracia and 1.6 km from Plaça Catalunya. Among the facilities at this property are a lift and a tour desk, along with free WiFi throughout the property. The apartment has family rooms.

All units include a seating area, a flat-screen TV, a fully equipped kitchen, a dining area, and a private bathroom, while some feature a terrace or a balcony. A microwave, a toaster and fridge are also offered, as well as a coffee machine and a kettle. At the apartment complex, units are fitted with bed linen and towels.

Popular points of interest near the apartment include Passeig de Gracia Metro Station, Boqueria Market and Magic Fountain of Montjuic. The nearest airport is Barcelona El Prat, 12 km from Weflating Sant Antoni Market, and the property offers a paid airport shuttle service."
424,Eurostars Grand Marina Hotel GL,"€ 2,028",Beds: 1 double or 2 singles,
425,TOC Hostel Barcelona,"€ 1,498",1 large double bed,"Set in the heart of Barcelona, just 700 metres from Plaza Catalunya Square, TOC Hostel Barcelona offers an outdoor pool and a terrace.

The property offers private and shared rooms with air conditioning and heating. Some rooms have a flat-screen TV and some have a private bathroom. There is a shared TV area, kitchen and games room for guests to make use of.

TOC Hostel Barcelona also offers tourist information of the area and a ticket service. You will also find many bars, restaurants and supermarkets in the surrounding streets.

Metro Universtitat is a 2-minute walk from the property and a 25-minute metro ride will take you to Barceloneta Beach. Sagrada Familia is 10 minutes’ metro ride away."
426,Hotel El Call,"€ 1,370",1 double bed,"Hotel Call Barcelona is located right in the centre of Barcelona’s historic Barri Gótic, 10 minutes' walk from Las Ramblas. It is close to Plaça Sant Jaume and not far from the Cathedral.

The rooms in the Hotel Call are spacious and practical. It offers air conditioned or heated accommodation, depending on the season. There is free Wi-Fi and a safe. The bathrooms have a shower.

The nearest Metro stops are Jaume I and Liceu, both about 10 minutes’ away. The famous Ramblas are also about 10 minutes’ walk away.

Hotel Call is also close to central Barcelona’s main shopping areas such as Portaferrisa and Portal de L'Àngel. The trendy Born area is also close by – here you will find plenty of restaurants and bars."
427,Hotel Paseo de Gracia,"€ 1,226",2 single beds,"This hotel is housed in a vintage, 19th-century building on central Barcelona’s Passeig de Gracia. It lies at the heart of the city’s Modernist Route architecture trail.

The Hotel Paseo de Gracia is surrounded by chic boutiques and stunning architecture on one of the city’s main boulevards. On the same street, just a short walk away, you will find 2 of Gaudí’s most important Modernist works, La Pedrera and Casa Batlló. Several metro lines run nearby, giving you excellent access to any of Barcelona’s many sights.

The hotel’s simple, functional guestrooms all come with a TV. Some boast balconies overlooking Passeig de Gracia.

There are vending machines for drinks and snacks."
428,Hotel Transit,"€ 1,140",2 single beds,"Hotel Transit is just 3 minutes’ walk from Barcelona Sants, the city’s main AVE Train Station. Free WiFi is offered throughout the property.

Rooms feature a flat-screen satellite TV, central heating and central air conditioning. Some rooms overlook an interior patio. The private bathroom comes with free toiletries, shower, and hairdryer.

There are vending machines on-site for coffee, drinks and snacks. Several bars and restaurants can be found a short walk from the Transit Hotel.

You can reach Plaza Catalunya and La Rambla in 10 minutes by bus or Metro, and Sants Estació Metro Station is 250 metres away. Plaza Espanya and the Magic Fountain are 10 minutes’ walk from the hotel."
429,Apart-Suites Hostemplo,"€ 1,713",1 double bed,"Apart-Suites Hostemplo offers stylish apartments and suites set in 2 beautiful Modernist buildings, 250 metres from Gaudí’s Sagrada Familia. This soundproofed accommodation features free Wi-Fi and a DVD player.

The property offers contemporary décor with wooden floors. The apartments come with air conditioning and heating, as well as a private balcony. Most have views of Sagrada Família. Most of the apartments have a washing machine.

A buffet breakfast with homemade pastries, local produce and freshly squeezed natural orange juice is served daily at Hotel Hostemplo, located 150 meters from the property.

The junior suite features a fridge, microwave and kettle, and it has a TV. Located on the 5th floor, it offers views of Sagrada Família.

In 5 minutes you can walk to Sagrada Família Market, as well as Gaudí Avenue, where there are many restaurants, bars and shops. Barcelona's open-top bus tour route also stops just 3 minutes' walk from the property.

Apart-Suites Hostemplo is situated just metres from Avinguda Diagonal and just 3 minutes' walk from Sagrada Família Metro Station. Casa Batlló and La Pedrera are a 10-minute walk away on Passeig de Gràcia Boulevard, in the city centre."
430,Casa Gracia,"€ 1,512",1 double bed,"Casa Gràcia is a modern hostel at the top of Barcelona’s Passeig de Gràcia, 300 metres from Gaudí’s La Pedrera. It offers air-conditioned rooms and free Wi-Fi in all areas.

Shared and private rooms are available, as well as apartments. Facilities at Casa Gràcia include a communal terrace, lounge, kitchen, dining area and a 24-hour front desk.

The hostel arranges daily walking tours of the city.

Casa Gràcia is situated just metres from Avinguda Diagonal and within 300 metres of Diagonal Metro Station, which offers access to the Sagrada Familia.

Passeig de Gràcia is full of exclusive shops, restaurants and bars. Gaudí’s Casa Batlló is within a 10-minute walk,  as well as the popular Gràcia neighbourhood. There are a number of beautiful Modernist buildings in the area."
