,Hotels,Prices,Descriptions,Full_Descriptions
509,Marseille 6ème Vauban élégant T3 6 couchages 2 chambres,€ 662,Managed by a private host,"Marseille 6ème Vauban élégant T3 6 couchages 2 chambres in Marseille features accommodation with free WiFi, 2.4 km from Plage des Catalans, 2.6 km from Prophete and 3 km from Fausse Monnaie. The property is around 2.5 km from Palais du Pharo, 2.7 km from La Timone Metro Station and 2.7 km from Rond-Point du Prado Metro Station. The property is non-smoking and is situated less than 1 km from Castellane Metro Station.

This apartment includes 2 bedrooms, a living room and a flat-screen TV, an equipped kitchen with a dining area, and 1 bathroom with a shower and a washing machine.

Popular points of interest near the apartment include Notre-Dame de la Garde Basilica, Saint-Ferreol Street and Vieux Port Metro station. The nearest airport is Marseille Provence Airport, 23 km from Marseille 6ème Vauban élégant T3 6 couchages 2 chambres."
510,LaFrenchCasa Canebière,€ 582,Managed by a private host,"LaFrenchCasa Canebière is set in the Vieux Port - La Canebière district of Marseille, 500 metres from Vieux Port Metro station, 1.7 km from Joliette Metro Station and 1.9 km from Les Terrasses du Port Shopping Centre. This apartment offers air-conditioned accommodation with free WiFi. The property is 2.3 km from Plage des Catalans, and within less than 1 km of the city centre.

There is also a well-fitted kitchen in some of the units equipped with an oven, a microwave, and a toaster. At the apartment complex, the units include a private bathroom.

Popular points of interest near the apartment include Marseille Saint-Charles Train Station, Saint-Ferreol Street and Castellane Metro Station. The nearest airport is Marseille Provence Airport, 22 km from LaFrenchCasa Canebière."
511,Cocoon superbly located near the Old Port,"€ 1,015","3 beds (2 singles, 1 double)","Situated in Marseille, Cocoon superbly located near the Old Port features city views and free WiFi, 2.1 km from Fausse Monnaie and 2.3 km from Plage de Maldorme. The property is around 1.3 km from Notre-Dame de la Garde Basilica, 1.9 km from Castellane Metro Station and 2.9 km from Joliette Metro Station. The property is 1.3 km from Plage des Catalans, and within 400 metres of the city centre.

The apartment has 2 bedrooms, a TV, a fully equipped kitchen with a dishwasher and an oven, a washing machine, and 1 bathroom with an a bath or shower. Towels and bed linen are available in the apartment.

Popular points of interest near the apartment include Palais du Pharo, Saint-Ferreol Street and Vieux Port Metro station. The nearest airport is Marseille Provence Airport, 23 km from Cocoon superbly located near the Old Port."
512,T3 ** PLAGE ** CATALAN ** PHARO,"€ 1,056",Managed by a private host,"T3 ** PLAGE ** CATALAN ** PHARO is a beachfront property situated in Marseille, 100 metres from Plage des Catalans and 1.7 km from Fausse Monnaie. It is set 600 metres from Palais du Pharo and provides a lift. The property is non-smoking and is located 1.8 km from Plage de Maldorme.

With free WiFi, this 2-bedroom apartment features a flat-screen TV, a washing machine and a fully equipped kitchen with a microwave and fridge. Towels and bed linen are available in the apartment.

Vieux Port Metro station is 1.7 km from the apartment, while Saint-Ferreol Street is 2.1 km from the property. The nearest airport is Marseille Provence Airport, 23 km from T3 ** PLAGE ** CATALAN ** PHARO."
513,Les Appartements d'Edmond St Sebastien,€ 784,"2 beds (1 double, 1 sofa bed)","Featuring free WiFi, LES APPARTEMENTS D'EDMOND ST SEBASTIEN is located in Marseille, 1.9 km from Velodrome Stadium. Palais du Pharo is 2.1 km from the property.

There is a private bathroom with a shower in every unit.

La Canebiere is 1.3 km from LES APPARTEMENTS D'EDMOND ST SEBASTIEN, while Old Port of Marseille is 1.5 km away. The nearest airport is Marseille Provence Airport, 22 km from the property."
514,Vintage Vieux-Port Apartment,"€ 1,379",Managed by a private host,"Right in the heart of Marseille, situated within a short distance of Plage des Catalans and Saint-Ferreol Street, Vintage Vieux-Port Apartment offers free WiFi, air conditioning and household amenities such as a toaster and coffee machine. The property has city views and is 2.8 km from Fausse Monnaie and 300 metres from Vieux Port Metro station. Private parking can be arranged at an extra charge.

The 1-bedroom apartment features a living room with a flat-screen TV with streaming services, a fully equipped kitchen with a dishwasher and an oven, and 1 bathroom with free toiletries. Towels and bed linen are available in the apartment. This apartment is allergy-free and non-smoking.

Popular points of interest near the apartment include Castellane Metro Station, Palais du Pharo and Notre-Dame de la Garde Basilica. The nearest airport is Marseille Provence Airport, 23 km from Vintage Vieux-Port Apartment."
515,Le Bel Air - Loft spacieux centre de Marseille,€ 695,Managed by a private host,"Set in Marseille, 500 metres from Castellane Metro Station and 500 metres from Saint-Ferreol Street, Le Bel Air - Loft spacieux centre de Marseille offers air conditioning. The property features city views and is 1.2 km from Vieux Port Metro station and 1.9 km from La Timone Metro Station. Free WiFi is available throughout the property and Plage des Catalans is 2.8 km away.

The 1-bedroom apartment comes with a living room with a TV with satellite channels, a fully equipped kitchen with a dishwasher and an oven, and 1 bathroom with a hair dryer. Towels and bed linen are featured in the apartment. The accommodation is non-smoking.

Notre-Dame de la Garde Basilica is 1.8 km from the apartment, while Marseille Chanot Exhibition and Convention Centre is 2.7 km away. The nearest airport is Marseille Provence Airport, 23 km from Le Bel Air - Loft spacieux centre de Marseille."
516,JT B - T2 climatisé proche de la Canebière,€ 897,1 double bed,"In the centre of Marseille, located within a short distance of Marseille Saint-Charles Train Station and Saint-Ferreol Street, JT B - T2 climatisé proche de la Canebière offers free WiFi, air conditioning and household amenities such as a microwave and coffee machine. With quiet street views, this accommodation provides a balcony. The property is non-smoking and is set 2.3 km from Joliette Metro Station.

The apartment is equipped with 1 bedroom, 1 bathroom, bed linen, towels, a flat-screen TV, a dining area, a fully equipped kitchen, and a terrace with city views. The unit at the property features a shower and a dressing room.

Castellane Metro Station is 2 km from the apartment, while Les Terrasses du Port Shopping Centre is 2.5 km away. The nearest airport is Marseille Provence Airport, 23 km from JT B - T2 climatisé proche de la Canebière."
517,Cigalou 2km Marina Olympique - Parking gratuit,€ 861,Managed by a private host,"Boasting air-conditioned accommodation with a balcony, Cigalou 2km Marina Olympique - Parking gratuit is situated in Marseille. The property is around 1.7 km from Plage de la Vieille Chapelle, 2.1 km from Bonneveine and 4.5 km from Orange Velodrome Stadium. The property is non-smoking and is located 1.7 km from Plage de la Pointe Rouge.

With free WiFi, this 1-bedroom apartment features a flat-screen TV, a washing machine and a fully equipped kitchen with a dishwasher and oven. Towels and bed linen are available in the apartment.

Rond-Point du Prado Metro Station is 4.7 km from the apartment, while Marseille Chanot Exhibition and Convention Centre is 5.1 km from the property. The nearest airport is Marseille Provence Airport, 30 km from Cigalou 2km Marina Olympique - Parking gratuit."
518,RDC Villa - Résidentiel - Entrée indépendante,"€ 1,036",Managed by a private host,"Located in Marseille, 6.2 km from La Timone Metro Station and 7.5 km from Castellane Metro Station, RDC Villa - Résidentiel - Entrée indépendante offers a seasonal outdoor swimming pool and air conditioning. This property offers access to a terrace, free private parking and free WiFi. The property is non-smoking and is set 7.6 km from Marseille Saint-Charles Train Station.

The spacious apartment is composed of 2 bedrooms, a living room, a fully equipped kitchen, and 1 bathroom. A flat-screen TV is provided. The property offers garden views.

Guests can relax in the garden at the property.

Marseille Chanot Exhibition and Convention Centre is 7.8 km from the apartment, while Joliette Metro Station is 8.2 km away. The nearest airport is Marseille Provence Airport, 27 km from RDC Villa - Résidentiel - Entrée indépendante."
519,"TÉO SUD Les balcons du nouveau Marseille, Lumineux, spacieux et bien équipé",€ 901,2 double beds,"In the Euromed - La Joliette district of Marseille, close to Joliette Metro Station, TÉO SUD Les balcons du nouveau Marseille, Lumineux, spacieux et bien équipé has free WiFi and a washing machine. It is located less than 1 km from Marseille Saint-Charles Train Station and features a lift. The property is non-smoking and is situated less than 1 km from Les Terrasses du Port Shopping Centre.

The apartment has 2 bedrooms, 1 bathroom, bed linen, towels, a flat-screen TV, a fully equipped kitchen, and a balcony with city views. The unit at the property features a bath and a dressing room. The property offers inner courtyard views.

Popular points of interest near the apartment include Vieux Port Metro station, Museum of European and Mediterranean Civilisations and Saint-Ferreol Street. The nearest airport is Marseille Provence Airport, 21 km from TÉO SUD Les balcons du nouveau Marseille, Lumineux, spacieux et bien équipé."
520,Le Soleil D'Endoume !,€ 625,Managed by a private host,"Featuring garden views, Le Soleil D'Endoume! provides accommodation with a terrace, around 1.1 km from Fausse Monnaie. With city views, this accommodation features a balcony. Free WiFi is available throughout the property and Plage des Catalans is 800 metres away.

This apartment is equipped with 2 bedrooms, a kitchen with an oven and a microwave, a flat-screen TV, a seating area and 1 bathroom equipped with a shower. Towels and bed linen are provided in the apartment. For added privacy, the accommodation has a private entrance and soundproofing.

Popular points of interest near the apartment include Plage de Maldorme, Palais du Pharo and Vieux Port Metro station. The nearest airport is Marseille Provence Airport, 24 km from Le Soleil D'Endoume!."
